B,false,N_1T,false,0,T,1,17,12
B,false,N_2J,false,0,J,2,0,12
B,false,N_2P_R,false,0,P,2,5,36
B,false,N_2T,false,0,T,2,12,144
B,false,N_3J,false,0,J,3,0,144
B,false,N_3P_C,false,0,P,3,11,432
B,false,N_3P_R,false,0,P,3,6,144
B,false,N_3T,false,0,T,3,37,1728
B,false,N_4J,false,0,J,4,0,1728
B,false,N_4P_C,false,0,P,4,69,5184
B,false,N_4T,false,0,T,4,202,20736
B,false,N_5J,false,0,J,5,0,20736
B,false,N_5P_C,false,0,P,5,456,62208
B,false,N_5T,false,0,T,5,1919,248832
B,false,S_1T,true,1,T,1,0,12
B,false,S_2J,true,1,J,2,0,144
B,false,S_2P_R,true,1,P,2,1,36
B,false,S_2T,true,1,T,2,0,144
B,false,S_3J,true,1,J,3,0,1728
B,false,S_3P_C,true,1,P,3,0,432
B,false,S_3T,true,1,T,3,0,1728
B,false,S_4J,true,1,J,4,33,20736
B,false,S_4P_C,true,1,P,4,1,5184
B,false,S_4T,true,1,T,4,5,20736
B,false,S_5P_C,true,1,P,5,34,62208
B,false,S_5T,true,1,T,5,179,248832
B,true,S_1T,true,6,T,1,0,12
B,true,S_2J,true,36,J,2,1,144
B,true,S_2P_R,true,1,P,2,1,36
B,true,S_2T,true,36,T,2,1,144
B,true,S_3J,true,60,J,3,6,1728
B,true,S_3P_C,true,4,P,3,2,432
B,true,S_3T,true,216,T,3,9,1728
B,true,S_4J,true,300,J,4,75,20736
B,true,S_4P_C,true,8,P,4,23,5184
B,true,S_4T,true,1296,T,4,152,20736
B,true,S_5P_C,true,16,P,5,283,62208
B,true,S_5T,true,7776,T,5,1505,248832
T,false,N_1T,false,0,T,1,1,12
T,false,N_2J,false,0,J,2,0,12
T,false,N_2P_R,false,0,P,2,56,1957
T,false,N_2T,false,0,T,2,451,16364
T,false,N_3J,false,0,J,3,0,16364
T,false,N_3P_C,false,0,P,3,2572,109601
T,false,N_3P_R,false,0,P,3,247,12330
T,false,N_3T,false,-1,T,3,-1,-1
T,false,N_4J,false,0,J,4,0,136661
T,false,N_4P_C,false,-1,P,4,-1,-1
T,false,N_4T,false,-1,T,4,-1,-1
T,false,N_5J,false,0,J,5,0,505037
T,false,N_5P_C,false,-1,P,5,-1,-1
T,false,N_5T,false,-1,T,5,-1,-1
T,false,S_1T,true,1,T,1,0,22
T,false,S_2J,true,1,J,2,0,19
T,false,S_2P_R,true,1,P,2,47,1500
T,false,S_2T,true,1,T,2,0,16
T,false,S_3J,true,1,J,3,136,12588
T,false,S_3P_C,true,1,P,3,0,44
T,false,S_3T,true,1,T,3,1,45
T,false,S_4J,true,1,J,4,40,7498
T,false,S_4P_C,true,1,P,4,4218,812489
T,false,S_4T,true,1,T,4,1,52
T,false,S_5P_C,true,1,P,5,1,82
T,false,S_5T,true,1,T,5,2,93
T,true,S_1T,true,6,T,1,4,151
T,true,S_2J,true,36,J,2,593,62196
T,true,S_2P_R,true,1,P,2,24,5737
T,true,S_2T,true,36,T,2,2741,596242
T,true,S_3J,true,-1,J,3,-1,-1
T,true,S_3P_C,true,-1,P,3,-1,-1
T,true,S_3T,true,-1,T,3,-1,-1
T,true,S_4J,true,-1,J,4,-1,-1
T,true,S_4P_C,true,-1,P,4,-1,-1
T,true,S_4T,true,-1,T,4,-1,-1
T,true,S_5P_C,true,-1,P,5,-1,-1
T,true,S_5T,true,-1,T,5,-1,-1
