B,false,query-1.rq,1,1,1,1,2,2
B,false,query-1.rq,2,1,1,2,1,4
B,false,query-1.rq,3,1,1,1,0,2
B,false,query-10.rq,1,1,1,2,1,4
B,false,query-100.rq,1,1,1,3,1,8
B,false,query-101.rq,1,1,1,3,0,8
B,false,query-102.rq,1,1,1,3,0,8
B,false,query-102.rq,2,1,1,2,0,4
B,false,query-103.rq,1,1,1,1,1,2
B,false,query-104.rq,0,-1,0,0,0,0
B,false,query-105.rq,1,1,3,5,0,8
B,false,query-106.rq,1,1,1,1,1,12
B,false,query-106.rq,2,1,1,1,0,2
B,false,query-107.rq,1,1,0,0,0,1
B,false,query-107.rq,2,1,2,2,0,12
B,false,query-107.rq,3,1,2,2,0,12
B,false,query-108.rq,1,1,1,1,0,12
B,false,query-109.rq,1,1,1,1,0,12
B,false,query-11.rq,1,1,1,4,0,16
B,false,query-110.rq,1,1,1,1,1,12
B,false,query-111.rq,1,1,0,0,0,1
B,false,query-111.rq,2,1,3,5,1,8
B,false,query-112.rq,1,1,1,1,0,2
B,false,query-113.rq,1,1,1,1,0,2
B,false,query-113.rq,2,1,1,1,0,2
B,false,query-113.rq,3,1,1,1,0,2
B,false,query-113.rq,4,1,1,1,0,2
B,false,query-113.rq,5,1,1,1,0,2
B,false,query-113.rq,6,1,1,3,1,8
B,false,query-113.rq,7,1,1,1,0,2
B,false,query-114.rq,1,1,1,2,0,4
B,false,query-115.rq,1,1,1,2,1,4
B,false,query-116.rq,0,-1,0,0,0,0
B,false,query-117.rq,0,-1,0,0,0,0
B,false,query-118.rq,0,-1,0,0,0,0
B,false,query-119.rq,1,1,1,1,0,2
B,false,query-119.rq,2,1,1,2,0,4
B,false,query-12.rq,1,1,1,2,0,4
B,false,query-12.rq,2,1,1,1,0,2
B,false,query-12.rq,3,1,1,1,0,2
B,false,query-12.rq,4,1,1,1,0,2
B,false,query-12.rq,5,1,1,1,0,2
B,false,query-12.rq,6,1,1,1,1,2
B,false,query-12.rq,7,1,1,1,0,2
B,false,query-120.rq,1,1,1,3,0,8
B,false,query-120.rq,2,1,1,3,1,8
B,false,query-121.rq,1,1,3,6,2,16
B,false,query-122.rq,1,1,2,3,1,4
B,false,query-122.rq,2,1,2,3,1,4
B,false,query-122.rq,3,1,2,3,0,4
B,false,query-122.rq,4,1,3,6,1,16
B,false,query-122.rq,5,1,2,3,1,4
B,false,query-123.rq,1,1,5,12,17,256
B,false,query-123.rq,2,1,2,3,0,4
B,false,query-123.rq,3,1,4,9,8,64
B,false,query-124.rq,1,1,1,4,1,16
B,false,query-125.rq,1,1,1,4,1,16
B,false,query-125.rq,2,1,1,2,0,4
B,false,query-125.rq,3,1,1,1,0,2
B,false,query-125.rq,4,1,1,1,0,2
B,false,query-126.rq,1,1,2,3,0,4
B,false,query-126.rq,2,1,2,3,0,4
B,false,query-126.rq,3,1,2,3,0,4
B,false,query-126.rq,4,1,3,6,1,16
B,false,query-126.rq,5,1,2,3,0,4
B,false,query-126.rq,6,1,2,3,0,4
B,false,query-126.rq,7,1,3,6,1,16
B,false,query-126.rq,8,1,3,6,1,16
B,false,query-126.rq,9,1,2,3,0,4
B,false,query-126.rq,10,1,3,6,1,16
B,false,query-127.rq,1,1,1,2,0,4
B,false,query-127.rq,2,1,1,2,0,4
B,false,query-127.rq,3,1,1,2,1,4
B,false,query-127.rq,4,1,1,3,0,8
B,false,query-128.rq,1,1,1,2,0,4
B,false,query-128.rq,2,1,4,6,2,24
B,false,query-128.rq,3,1,3,4,1,12
B,false,query-128.rq,4,1,3,3,0,6
B,false,query-129.rq,1,1,1,2,0,4
B,false,query-13.rq,1,1,1,8,1,256
B,false,query-13.rq,2,1,0,0,0,1
B,false,query-13.rq,3,1,1,1,0,2
B,false,query-130.rq,0,-1,0,0,0,0
B,false,query-131.rq,1,1,1,3,1,8
B,false,query-132.rq,1,1,1,3,0,8
B,false,query-132.rq,2,1,1,1,0,2
B,false,query-133.rq,1,1,1,9,2,512
B,false,query-133.rq,2,1,4,6,1,8
B,false,query-134.rq,1,1,2,6,2,96
B,false,query-135.rq,1,1,1,1,1,12
B,false,query-136.rq,1,1,3,4,0,12
B,false,query-136.rq,2,1,1,1,0,2
B,false,query-136.rq,3,1,1,1,1,2
B,false,query-136.rq,4,1,1,1,0,2
B,false,query-136.rq,5,1,1,1,0,2
B,false,query-136.rq,6,1,1,1,0,2
B,false,query-136.rq,7,1,1,1,0,2
B,false,query-136.rq,8,1,1,1,0,2
B,false,query-136.rq,9,1,1,1,0,2
B,false,query-136.rq,10,1,2,2,0,12
B,false,query-136.rq,11,1,3,3,0,6
B,false,query-136.rq,12,1,1,1,0,2
B,false,query-136.rq,13,1,2,2,1,12
B,false,query-136.rq,14,1,1,1,0,2
B,false,query-136.rq,15,1,1,1,0,2
B,false,query-136.rq,16,1,1,1,0,2
B,false,query-136.rq,17,1,1,1,0,2
B,false,query-136.rq,18,1,1,1,0,2
B,false,query-136.rq,19,1,1,1,0,2
B,false,query-136.rq,20,1,1,1,0,2
B,false,query-136.rq,21,1,2,2,1,12
B,false,query-136.rq,22,1,2,2,1,12
B,false,query-136.rq,23,1,1,1,0,2
B,false,query-136.rq,24,1,1,1,0,2
B,false,query-136.rq,25,1,1,1,0,2
B,false,query-136.rq,26,1,2,2,1,12
B,false,query-136.rq,27,1,1,1,0,2
B,false,query-137.rq,0,-1,0,0,0,0
B,false,query-138.rq,1,1,1,2,0,24
B,false,query-139.rq,1,1,1,7,1,128
B,false,query-14.rq,1,1,1,2,1,4
B,false,query-14.rq,2,1,1,1,0,2
B,false,query-140.rq,1,1,2,3,0,12
B,false,query-140.rq,2,1,1,1,0,2
B,false,query-140.rq,3,1,1,1,0,2
B,false,query-140.rq,4,1,1,1,0,2
B,false,query-140.rq,5,1,1,1,0,2
B,false,query-140.rq,6,1,1,1,0,2
B,false,query-140.rq,7,1,1,1,0,2
B,false,query-140.rq,8,1,1,1,0,2
B,false,query-140.rq,9,1,1,1,1,2
B,false,query-140.rq,10,1,1,1,0,2
B,false,query-140.rq,11,1,1,1,0,2
B,false,query-140.rq,12,1,1,1,0,2
B,false,query-140.rq,13,1,1,1,0,2
B,false,query-140.rq,14,1,1,1,0,2
B,false,query-140.rq,15,1,1,1,0,2
B,false,query-140.rq,16,1,1,1,0,2
B,false,query-140.rq,17,1,1,1,0,2
B,false,query-140.rq,18,1,1,1,0,2
B,false,query-140.rq,19,1,1,1,0,2
B,false,query-140.rq,20,1,1,1,0,2
B,false,query-141.rq,1,1,1,2,0,4
B,false,query-142.rq,1,1,1,6,2,2304
B,false,query-143.rq,1,1,0,0,0,1
B,false,query-143.rq,2,1,1,1,0,2
B,false,query-144.rq,1,1,0,0,0,1
B,false,query-144.rq,2,1,4,6,1,24
B,false,query-145.rq,1,1,0,0,0,1
B,false,query-145.rq,2,1,1,2,1,24
B,false,query-146.rq,1,1,1,2,0,4
B,false,query-146.rq,2,1,1,3,0,8
B,false,query-146.rq,3,1,1,1,0,2
B,false,query-146.rq,4,1,1,1,0,2
B,false,query-146.rq,5,1,1,1,1,2
B,false,query-147.rq,1,1,0,0,0,1
B,false,query-147.rq,2,1,1,1,0,2
B,false,query-148.rq,1,1,5,12,14,256
B,false,query-149.rq,1,1,1,1,0,2
B,false,query-149.rq,2,1,1,1,0,2
